,images,brand
3117,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-056_zoom1.jpg,adidas
3117,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-056_zoom2.jpg,adidas
3117,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-056_zoom3.jpg,adidas
3117,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-056_zoom4.jpg,adidas
3118,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-342_zoom1.jpg,adidas
3118,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-342_zoom2.jpg,adidas
3118,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-342_zoom3.jpg,adidas
3118,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-342_zoom4.jpg,adidas
3119,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6468-120_zoom1.jpg,puma
3119,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6468-120_zoom2.jpg,puma
3119,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6468-120_zoom3.jpg,puma
3119,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6468-120_zoom4.jpg,puma
3119,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6468-120_zoom5.jpg,puma
3119,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D14-6468-120_zoom6.jpg,puma
3120,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-026_zoom1.jpg,adidas
3120,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-026_zoom2.jpg,adidas
3120,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-026_zoom3.jpg,adidas
3120,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-2022-026_zoom4.jpg,adidas
3121,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-174_zoom1.jpg,mizuno
3121,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-174_zoom2.jpg,mizuno
3121,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-174_zoom3.jpg,mizuno
3121,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-174_zoom4.jpg,mizuno
3122,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-010_zoom1.jpg,adidas
3122,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-010_zoom2.jpg,adidas
3122,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-010_zoom3.jpg,adidas
3122,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-010_zoom4.jpg,adidas
3123,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-178_zoom1.jpg,adidas
3123,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-178_zoom2.jpg,adidas
3123,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-178_zoom3.jpg,adidas
3123,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-178_zoom4.jpg,adidas
3123,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/COL-1733-178_zoom6.jpg,adidas
3124,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-883_zoom1.jpg,asics
3124,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-883_zoom2.jpg,asics
3124,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-883_zoom3.jpg,asics
3124,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-883_zoom4.jpg,asics
3125,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-880_zoom1.jpg,asics
3125,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-880_zoom2.jpg,asics
3125,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-880_zoom3.jpg,asics
3125,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-880_zoom4.jpg,asics
3126,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-988_zoom1.jpg,asics
3126,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-988_zoom2.jpg,asics
3126,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-988_zoom3.jpg,asics
3126,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-988_zoom4.jpg,asics
3126,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-988_zoom5.jpg,asics
3127,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-871_zoom1.jpg,asics
3127,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-871_zoom2.jpg,asics
3127,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-871_zoom3.jpg,asics
3127,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-871_zoom4.jpg,asics
3128,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-843_zoom1.jpg,asics
3128,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-843_zoom2.jpg,asics
3128,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-843_zoom3.jpg,asics
3128,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-843_zoom4.jpg,asics
3128,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-843_zoom5.jpg,asics
3128,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-843_zoom6.jpg,asics
3129,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-826_zoom1.jpg,asics
3129,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-826_zoom2.jpg,asics
3129,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-826_zoom3.jpg,asics
3129,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-826_zoom4.jpg,asics
3129,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-826_zoom5.jpg,asics
3129,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-826_zoom6.jpg,asics
3130,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-394_zoom1.jpg,asics
3130,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-394_zoom2.jpg,asics
3130,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-394_zoom3.jpg,asics
3130,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-394_zoom4.jpg,asics
3131,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-404_zoom1.jpg,asics
3131,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-404_zoom2.jpg,asics
3131,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-404_zoom3.jpg,asics
3131,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-404_zoom4.jpg,asics
3132,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-174_zoom1.jpg,asics
3132,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-174_zoom2.jpg,asics
3132,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-174_zoom3.jpg,asics
3132,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-174_zoom4.jpg,asics
3133,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-309_zoom1.jpg,asics
3133,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-309_zoom2.jpg,asics
3133,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-309_zoom3.jpg,asics
3133,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-309_zoom4.jpg,asics
3134,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-260_zoom1.jpg,asics
3134,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-260_zoom2.jpg,asics
3134,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-260_zoom3.jpg,asics
3134,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-260_zoom4.jpg,asics
3135,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-242_zoom1.jpg,asics
3135,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-242_zoom2.jpg,asics
3135,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-242_zoom3.jpg,asics
3135,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-242_zoom4.jpg,asics
3136,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-257_zoom1.jpg,asics
3136,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-257_zoom2.jpg,asics
3136,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-257_zoom3.jpg,asics
3136,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-257_zoom4.jpg,asics
3137,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-178_zoom1.jpg,asics
3137,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-178_zoom2.jpg,asics
3137,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-178_zoom3.jpg,asics
3137,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-178_zoom4.jpg,asics
3138,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-304_zoom1.jpg,asics
3138,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-304_zoom2.jpg,asics
3138,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-304_zoom3.jpg,asics
3138,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-304_zoom4.jpg,asics
3138,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-304_zoom5.jpg,asics
3138,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-304_zoom6.jpg,asics
3139,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-278_zoom1.jpg,asics
3139,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-278_zoom2.jpg,asics
3139,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-278_zoom3.jpg,asics
3139,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-278_zoom4.jpg,asics
3139,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-278_zoom5.jpg,asics
3139,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-278_zoom6.jpg,asics
3140,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-130_zoom1.jpg,asics
3140,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-130_zoom2.jpg,asics
3140,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-130_zoom3.jpg,asics
3140,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-130_zoom4.jpg,asics
3141,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-084_zoom1.jpg,asics
3141,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-084_zoom2.jpg,asics
3141,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-084_zoom3.jpg,asics
3141,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-084_zoom4.jpg,asics
3142,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-118_zoom1.jpg,asics
3142,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-118_zoom2.jpg,asics
3142,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-118_zoom3.jpg,asics
3142,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-118_zoom4.jpg,asics
3143,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-076_zoom1.jpg,asics
3143,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-076_zoom2.jpg,asics
3143,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-076_zoom3.jpg,asics
3143,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-076_zoom4.jpg,asics
3144,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-108_zoom1.jpg,asics
3144,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-108_zoom2.jpg,asics
3144,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-108_zoom3.jpg,asics
3144,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-108_zoom4.jpg,asics
3144,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-108_zoom5.jpg,asics
3144,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-108_zoom6.jpg,asics
3145,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-068_zoom1.jpg,asics
3145,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-068_zoom2.jpg,asics
3145,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-068_zoom3.jpg,asics
3145,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-068_zoom4.jpg,asics
3146,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-058_zoom1.jpg,asics
3146,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-058_zoom2.jpg,asics
3146,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-058_zoom3.jpg,asics
3146,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-058_zoom4.jpg,asics
3147,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-026_zoom1.jpg,asics
3147,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-026_zoom2.jpg,asics
3147,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-026_zoom3.jpg,asics
3147,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-026_zoom4.jpg,asics
3148,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-006_zoom1.jpg,asics
3148,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-006_zoom2.jpg,asics
3148,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-006_zoom3.jpg,asics
3148,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-0478-006_zoom4.jpg,asics
3149,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-086_zoom1.jpg,mizuno
3149,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-086_zoom2.jpg,mizuno
3149,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-086_zoom3.jpg,mizuno
3149,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-086_zoom4.jpg,mizuno
3150,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-286_zoom1.jpg,fila
3150,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-286_zoom2.jpg,fila
3150,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-286_zoom3.jpg,fila
3150,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-286_zoom4.jpg,fila
3150,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-286_zoom5.jpg,fila
3151,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-180_zoom1.jpg,fila
3151,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-180_zoom2.jpg,fila
3151,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-180_zoom3.jpg,fila
3151,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-180_zoom4.jpg,fila
3152,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-068_zoom1.jpg,mizuno
3152,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-068_zoom2.jpg,mizuno
3152,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-068_zoom3.jpg,mizuno
3152,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-068_zoom4.jpg,mizuno
3153,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-084_zoom1.jpg,mizuno
3153,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-084_zoom2.jpg,mizuno
3153,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-084_zoom3.jpg,mizuno
3153,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-084_zoom4.jpg,mizuno
3154,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-006_zoom1.jpg,mizuno
3154,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-006_zoom2.jpg,mizuno
3154,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-006_zoom3.jpg,mizuno
3154,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2283-006_zoom4.jpg,mizuno
3155,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-130_zoom1.jpg,fila
3155,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-130_zoom2.jpg,fila
3155,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-130_zoom3.jpg,fila
3155,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-130_zoom4.jpg,fila
3156,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-016_zoom1.jpg,fila
3156,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-016_zoom2.jpg,fila
3156,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-016_zoom3.jpg,fila
3156,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D29-2364-016_zoom4.jpg,fila
3157,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-010_zoom1.jpg,asics
3157,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-010_zoom2.jpg,asics
3157,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-010_zoom3.jpg,asics
3157,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-010_zoom4.jpg,asics
3158,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-226_zoom1.jpg,asics
3159,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-026_zoom1.jpg,asics
3159,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-026_zoom2.jpg,asics
3159,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-026_zoom3.jpg,asics
3159,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-2478-026_zoom4.jpg,asics
3160,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-266_zoom1.jpg,asics
3160,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-266_zoom2.jpg,asics
3160,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-266_zoom3.jpg,asics
3160,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-266_zoom4.jpg,asics
3161,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-794_zoom1.jpg,asics
3161,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-794_zoom2.jpg,asics
3161,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-794_zoom3.jpg,asics
3161,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-794_zoom4.jpg,asics
3162,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-544_zoom1.jpg,asics
3162,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-544_zoom2.jpg,asics
3162,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-544_zoom3.jpg,asics
3162,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-544_zoom4.jpg,asics
3163,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-360_zoom1.jpg,asics
3163,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-360_zoom2.jpg,asics
3163,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-360_zoom3.jpg,asics
3163,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-360_zoom4.jpg,asics
3164,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-274_zoom1.jpg,asics
3164,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-274_zoom2.jpg,asics
3164,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-274_zoom3.jpg,asics
3164,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-274_zoom4.jpg,asics
3165,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-309_zoom1.jpg,asics
3165,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-309_zoom2.jpg,asics
3165,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-309_zoom3.jpg,asics
3165,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-309_zoom4.jpg,asics
3166,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-252_zoom1.jpg,asics
3166,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-252_zoom2.jpg,asics
3166,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-252_zoom3.jpg,asics
3166,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-252_zoom4.jpg,asics
3166,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-252_zoom5.jpg,asics
3166,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-252_zoom6.jpg,asics
3167,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-304_zoom1.jpg,asics
3167,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-304_zoom2.jpg,asics
3167,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-304_zoom3.jpg,asics
3167,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-304_zoom4.jpg,asics
3168,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-188_zoom1.jpg,asics
3168,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-188_zoom2.jpg,asics
3168,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-188_zoom3.jpg,asics
3168,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-188_zoom4.jpg,asics
3169,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-174_zoom1.jpg,asics
3169,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-174_zoom2.jpg,asics
3169,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-174_zoom3.jpg,asics
3169,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-174_zoom4.jpg,asics
3170,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-244_zoom1.jpg,asics
3170,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-244_zoom2.jpg,asics
3170,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-244_zoom3.jpg,asics
3170,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-244_zoom4.jpg,asics
3171,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-120_zoom1.jpg,asics
3171,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-120_zoom2.jpg,asics
3171,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-120_zoom3.jpg,asics
3171,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-120_zoom4.jpg,asics
3172,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-128_zoom1.jpg,asics
3172,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-128_zoom2.jpg,asics
3172,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-128_zoom3.jpg,asics
3172,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-128_zoom4.jpg,asics
3173,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-172_zoom1.jpg,asics
3173,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-172_zoom2.jpg,asics
3173,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-172_zoom3.jpg,asics
3173,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-172_zoom4.jpg,asics
3173,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D18-1161-172_zoom5.jpg,asics
3174,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-926_zoom1.jpg,mizuno
3174,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-926_zoom2.jpg,mizuno
3174,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-926_zoom3.jpg,mizuno
3174,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-926_zoom4.jpg,mizuno
3175,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-364_zoom1.jpg,mizuno
3175,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-364_zoom2.jpg,mizuno
3175,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-364_zoom3.jpg,mizuno
3175,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-364_zoom4.jpg,mizuno
3176,/home/raphael/Documents/Projects/netshoes_ml_project/netshoes/images/D16-2282-204_zoom1.jpg,mizuno
